1262619600,1.442425
1262706000,1.442620
1262792400,1.436117
1262878800,1.438427
1262965200,1.431826
1263224400,1.446989
1263310800,1.450262
1263397200,1.450437
1263483600,1.451517
1263570000,1.444168
1263829200,1.437176
1263915600,1.436980
1264002000,1.422364
1264088400,1.409301
1264174800,1.411579
1264434000,1.415558
1264520400,1.411929
1264606800,1.407190
1264693200,1.401691
1264779600,1.395651
1265038800,1.388376
1265125200,1.392574
1265211600,1.397115
1265298000,1.387637
1265384400,1.371783
1265643600,1.366035
1265730000,1.369765
1265816400,1.377204
1265902800,1.374598
1265989200,1.364396
1266248400,1.361347
1266334800,1.362975
1266421200,1.375305
1266507600,1.358993
1266594000,1.351937
1266853200,1.361287
1266939600,1.360596
1267026000,1.353526
1267112400,1.350928
1267198800,1.356503
1267458000,1.361131
1267544400,1.353683
1267630800,1.362203
1267717200,1.368529
1267803600,1.358365
1268062800,1.365137
1268149200,1.360886
1268235600,1.359605
1268322000,1.364807
1268408400,1.370511
1268667600,1.374361
1268754000,1.368878
1268840400,1.376982
1268926800,1.370838
1269013200,1.359756
1269272400,1.352142
1269358800,1.353814
1269445200,1.344056
1269531600,1.333479
1269618000,1.333679
1269877200,1.344938
1269963600,1.347614
1270050000,1.343772
1270136400,1.351036
1270222800,1.355938
1270482000,1.349759
1270568400,1.343677
1270654800,1.337768
1270741200,1.333175
1270827600,1.337727
1271086800,1.359329
1271173200,1.358676
1271259600,1.362428
1271346000,1.361842
1271432400,1.354719
1271691600,1.346948
1271778000,1.348021
1271864400,1.342157
1271950800,1.337547
1272037200,1.327888
1272296400,1.335618
1272382800,1.335236
1272469200,1.319875
1272555600,1.321315
1272642000,1.326986
1272901200,1.326521
1272987600,1.316230
1273074000,1.296040
1273160400,1.280528
1273246800,1.268065
1273506000,1.288686
1273592400,1.274961
1273678800,1.266933
1273765200,1.262462
1273851600,1.252100
1274110800,1.233866
1274197200,1.237598
1274283600,1.222377
1274370000,1.236617
1274456400,1.252547
1274715600,1.249365
1274802000,1.230030
1274888400,1.230197
1274974800,1.223381
1275061200,1.235453
1275320400,1.230204
1275406800,1.224527
1275493200,1.223255
1275579600,1.226232
1275666000,1.215322
1275925200,1.194809
1276011600,1.194264
1276098000,1.196785
1276184400,1.202773
1276270800,1.211022
1276530000,1.217144
1276616400,1.223402
1276702800,1.231616
1276789200,1.231661
1276875600,1.238291
1277134800,1.240801
1277221200,1.230869
1277307600,1.227263
1277394000,1.230619
1277480400,1.232085
1277739600,1.236680
1277826000,1.224748
1277912400,1.222141
1277998800,1.227230
1278085200,1.251621
1278344400,1.254093
1278430800,1.255540
1278517200,1.260570
1278603600,1.265079
1278690000,1.267622
1278949200,1.260689
1279035600,1.259205
1279122000,1.271578
1279208400,1.277148
1279294800,1.293072
1279554000,1.292988
1279640400,1.294296
1279726800,1.287147
1279813200,1.280110
1279899600,1.289403
1280158800,1.291376
1280245200,1.299790
1280331600,1.299822
1280418000,1.302530
